"id","name","aug_type","name_pool","archetype","level","lore","focuseffect","worneffect","total_points","stat_count","ac","hp","mana","astr","asta","adex","aagi","awis","aint","acha","mr","fr","cr","dr","pr","heroic_str","heroic_sta","heroic_dex","heroic_agi","heroic_wis","heroic_int","heroic_cha"
"160193","Haelora Mornmark","lost","soft","caster","30","Lost Soul","0","0","164","9","6","18","22","0","3","0","0","5","5","9","3","0","0","0","3","0","0","0","0","0","0","0"
"160197","Mirenath Duskmantle","lost","soft","healer","30","Lost Soul","0","0","202","10","6","0","46","6","2","0","5","0","3","5","0","8","0","4","6","0","0","0","0","0","0","0"
"160198","Winaire Evershade","lost","soft","healer","30","Lost Soul","0","0","204","10","7","0","31","0","6","0","3","6","5","6","6","0","4","6","0","0","0","0","0","0","0","0"
"160200","Mirenlen Calmhaven","lost","soft","healer","30","Lost Soul","0","0","220","10","6","45","34","0","5","0","3","4","0","6","5","6","6","0","0","0","0","0","0","0","0","0"
"160201","Paldan Helmhand","lost","hard","melee_defense","30","Lost Soul","0","0","131","6","5","23","0","7","0","0","0","0","5","0","0","0","0","7","8","0","0","0","0","0","0","0"
"160205","Valdarnan Grimpeak","lost","hard","melee_defense","30","Lost Soul","0","0","264","10","7","55","0","0","8","6","7","7","7","0","0","5","3","8","0","0","0","0","0","0","0","0"
"160214","Harvarnus Coldhand","lost","hard","melee_offense","30","Lost Soul","0","0","137","6","0","43","0","0","3","5","8","0","0","0","0","4","0","0","6","0","0","0","0","0","0","0"
"160218","Daelyn Valewhisper","lost","soft","healer","30","Lost Soul","0","0","239","10","4","47","37","0","5","0","0","7","3","8","0","0","5","4","8","0","0","0","0","0","0","0"
"160237","Roth Stormwall","lost","hard","melee_defense","30","Lost Soul","0","0","227","10","8","36","0","6","5","3","5","7","0","0","0","8","4","9","0","0","0","0","0","0","0","0"
"160239","Dravilkold Cragridge","lost","hard","melee_offense","30","Lost Soul","0","0","177","10","9","19","0","0","5","2","4","2","7","0","4","0","8","5","0","0","0","0","0","0","0","0"
"160247","Breli Starseeker","lost","soft","healer","30","Lost Soul","2337","0","225","9","0","30","50","0","6","0","3","7","0","6","5","6","0","8","0","0","0","0","0","0","0","0"
"160252","Kijawen Mornglass","lost","soft","healer","30","Lost Soul","0","0","200","7","0","50","44","8","7","0","0","0","0","4","0","0","3","0","7","0","0","0","0","0","0","0"
"160254","Rowan Swordvale","lost","hard","melee_defense","30","Lost Soul","0","0","230","10","5","44","0","7","4","6","2","8","0","0","0","7","6","0","8","0","0","0","0","0","0","0"
"160291","Vrax","lost","hard","melee_defense","30","Lost Soul","0","0","175","9","9","0","0","6","0","6","7","3","6","0","6","3","3","0","0","0","0","0","0","0","0","0"
"160293","Thren Stormcloak","lost","hard","melee_offense","30","Lost Soul","0","0","181","10","4","45","0","3","2","6","0","4","4","0","0","5","5","0","6","0","0","0","0","0","0","0"
"160303","Wulf Blackmark","lost","hard","melee_defense","30","Lost Soul","0","0","232","10","3","55","0","7","6","3","7","7","0","0","0","6","0","5","5","0","0","0","0","0","0","0"
"160323","Gaellen Stardrift","lost","soft","healer","30","Lost Soul","2346","0","173","7","8","38","24","0","4","0","0","0","0","8","6","0","7","0","0","0","0","0","0","0","0","0"
"160344","Brennan Moonweave","lost","soft","mixed","30","Lost Soul","0","0","208","9","6","44","0","6","6","0","6","0","8","0","8","2","4","0","0","0","0","0","0","0","0","0"
"160351","Galdesh Frostsworn","lost","hard","melee_offense","30","Lost Soul","0","0","166","7","0","37","0","9","0","0","6","3","6","0","5","0","0","0","6","0","0","0","0","0","0","0"
"160362","Treld Bloodward","lost","hard","mixed","30","Lost Soul","0","0","146","6","0","41","47","3","0","4","0","0","0","0","6","4","0","0","0","0","0","0","0","0","0","0"
"160363","Elanren Mistsinger","lost","soft","mixed","30","Lost Soul","0","0","163","9","6","0","0","0","5","5","4","4","4","0","0","0","6","5","8","0","0","0","0","0","0","0"
"160373","Faelwyn Dawnborne","lost","soft","healer","30","Lost Soul","0","0","190","7","9","0","49","0","0","0","0","9","8","4","0","5","0","0","5","0","0","0","0","0","0","0"
"160374","Waelia Ashtouch","lost","soft","healer","30","Lost Soul","0","0","155","6","0","29","40","6","0","0","5","0","0","0","0","0","8","6","0","0","0","0","0","0","0","0"
"160390","Kiran Swiftmark","lost","soft","mixed","30","Lost Soul","0","0","161","6","7","33","40","6","0","0","7","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"160397","Jareth Windflame the Gifted","lost","soft","caster","30","Lost Soul","0","0","190","7","8","38","38","0","0","0","0","0","6","6","6","0","0","8","0","0","0","0","0","0","0","0"
"160410","Seren Calmshade","lost","soft","caster","30","Lost Soul","0","0","203","8","4","44","38","5","7","0","0","7","0","0","6","0","0","0","5","0","0","0","0","0","0","0"
"160411","Finnian Flintbrow","lost","hard","melee_defense","30","Lost Soul","0","0","191","9","7","38","0","5","5","6","0","2","0","0","6","0","6","8","0","0","0","0","0","0","0","0"
"160415","Valdis Ashspite","lost","hard","melee_defense","30","Lost Soul","0","0","151","6","9","45","0","0","7","6","0","0","0","0","0","0","3","6","0","0","0","0","0","0","0","0"
"160430","Torv Stonefist","lost","hard","melee_defense","30","Lost Soul","0","0","259","10","6","51","0","0","8","4","8","6","5","0","0","0","7","8","7","0","0","0","0","0","0","0"
"160450","Brenna Moonborn","lost","soft","healer","30","Lost Soul","2343","0","160","7","0","40","28","0","6","0","0","4","0","7","0","0","0","5","3","0","0","0","0","0","0","0"
"160497","Valeria Paleflame","lost","soft","mixed","30","Lost Soul","0","0","192","9","6","0","0","7","7","6","0","0","5","5","7","7","4","0","0","0","0","0","0","0","0","0"
"160521","Elan Palebrook","lost","soft","mixed","30","Lost Soul","0","0","218","9","7","33","48","3","0","6","0","0","7","4","0","7","0","5","0","0","0","0","0","0","0","0"
"160522","Tandiraara Valemantle","lost","soft","caster","30","Lost Soul","0","0","180","9","0","0","40","6","5","0","0","6","5","4","3","0","0","6","3","0","0","0","0","0","0","0"
"160527","Brakull Fellcloak","lost","hard","melee_defense","30","Lost Soul","0","0","175","9","3","0","0","9","6","7","6","3","0","0","0","3","0","7","4","0","0","0","0","0","0","0"
"160550","Kiran Sageborne","lost","soft","caster","30","Lost Soul","2367","0","209","9","9","0","43","5","6","0","0","0","5","6","0","6","5","6","0","0","0","0","0","0","0","0"
"160556","Lainlen Calmwater","lost","soft","healer","30","Lost Soul","0","0","147","8","0","0","28","3","2","0","0","6","0","6","6","5","6","0","0","0","0","0","0","0","0","0"
"160563","Saelmir Clearhollow","lost","soft","healer","30","Lost Soul","0","0","173","6","7","48","39","0","8","0","6","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"160564","Korvoltoth Galekeep","lost","hard","melee_defense","30","Lost Soul","0","0","221","10","8","39","0","8","2","0","4","8","7","0","0","2","5","0","7","0","0","0","0","0","0","0"
"160571","Maren Ashborn","lost","soft","caster","30","Lost Soul","0","0","177","7","0","23","44","0","5","0","0","0","5","7","0","0","7","0","7","0","0","0","0","0","0","0"
"160581","Breliyn Emberbloom","lost","soft","caster","30","Lost Soul","2349","0","181","7","0","0","41","5","7","0","0","0","8","6","0","5","0","0","7","0","0","0","0","0","0","0"
"160583","Tand Loremantle the Far-Sighted","lost","soft","caster","30","Lost Soul","0","0","206","8","8","0","50","0","7","0","5","0","6","6","4","0","0","8","0","0","0","0","0","0","0","0"
"160597","Soren Slatespite","lost","hard","melee_offense","30","Lost Soul","0","0","216","9","6","31","38","6","7","6","5","0","0","0","0","7","0","0","4","0","0","0","0","0","0","0"
"160599","Hordent Stormblade","lost","hard","melee_offense","30","Lost Soul","0","0","209","9","2","34","0","0","9","6","5","8","0","0","8","0","6","0","5","0","0","0","0","0","0","0"
"160601","Gorv Dirkvein","restless","hard","melee_defense","30","Restless Soul","0","0","169","11","4","28","0","4","5","4","1","4","0","0","4","0","7","4","4","0","0","0","0","0","0","0"
"160606","Paldordane Darkedge","restless","hard","melee_defense","30","Restless Soul","0","0","212","10","5","35","0","6","7","5","5","7","0","0","4","0","3","0","7","0","0","0","0","0","0","0"
"160608","Waeliel Calmbrook","restless","soft","caster","30","Restless Soul","0","0","201","12","6","25","0","3","6","0","2","4","4","7","5","5","3","0","5","0","0","0","0","0","0","0"
"160613","Faelaraora Veilflame","restless","soft","healer","30","Restless Soul","0","0","174","9","5","45","27","2","5","0","0","0","7","4","0","0","0","3","2","0","0","0","0","0","0","0"
"160617","Roth Dreadcrest","restless","hard","melee_offense","30","Restless Soul","0","0","209","11","0","47","0","4","8","1","5","7","5","0","6","3","0","1","4","0","0","0","0","0","0","0"
"160623","Caeloraari Brightwalker","restless","soft","healer","30","Restless Soul","0","0","216","11","0","24","36","5","6","0","5","3","0","5","6","3","7","4","0","0","0","0","0","0","0","0"
"160628","Saelellael Sageweave","restless","soft","healer","30","Restless Soul","0","0","160","8","0","0","33","7","7","0","5","3","0","0","0","5","5","3","0","0","0","0","0","0","0","0"
"160630","Torv Axekeep","restless","hard","melee_defense","30","Restless Soul","0","0","137","9","7","0","0","6","3","6","1","4","0","0","3","5","0","0","4","0","0","0","0","0","0","0"
"160670","Veran Bloodkeep","restless","hard","melee_offense","30","Restless Soul","0","0","202","11","4","29","0","2","4","7","8","5","0","0","3","0","6","4","6","0","0","0","0","0","0","0"
"160698","Galdilkold Grimborn","restless","hard","melee_offense","30","Restless Soul","0","0","176","9","0","42","0","3","5","4","0","8","6","0","2","0","5","3","0","0","0","0","0","0","0","0"
"160711","Veran the Weaver","found","soft","caster","30","Found Soul","2340","0","145","9","3","0","26","0","5","0","3","0","3","6","0","8","0","4","2","0","0","0","0","0","0","0"
"160734","Threnull Stoneblade","found","hard","melee_offense","30","Found Soul","0","0","166","12","5","0","0","2","4","5","3","5","3","0","7","5","4","4","1","0","0","0","0","0","0","0"
"160739","Sikor Ironforge","found","hard","melee_offense","30","Found Soul","0","0","184","10","0","35","0","5","4","5","6","3","0","0","0","6","8","1","4","0","0","0","0","0","0","0"
"160006","Harvor Stoneborn","lost","hard","melee_offense","40","Lost Soul","0","0","232","7","11","61","0","9","9","0","6","0","0","0","0","5","9","0","0","0","0","0","0","0","0","0"
"160007","Orin Lightmark","lost","soft","healer","40","Lost Soul","0","0","211","7","9","0","55","8","9","0","0","7","0","0","0","0","5","6","0","0","0","0","0","0","0","0"
"160011","Nolan Grimfall","lost","hard","melee_offense","40","Lost Soul","0","0","318","11","0","53","0","9","6","7","6","8","7","0","11","10","0","6","4","0","0","0","0","0","0","0"
"160021","Edric Grimhide","lost","hard","melee_defense","40","Lost Soul","0","0","305","11","11","40","0","8","7","8","9","0","8","0","0","5","7","7","5","0","0","0","0","0","0","0"
"160022","Gareth Emberdrift","lost","soft","healer","40","Lost Soul","0","0","256","9","0","45","31","7","10","0","0","8","11","0","0","3","5","0","4","0","0","0","0","0","0","0"
"160045","Tael Glenwater","lost","soft","mixed","40","Lost Soul","0","0","250","8","0","61","0","10","0","7","7","0","6","0","0","8","0","5","10","0","0","0","0","0","0","0"
"160054","Grenenkath Swordedge","lost","hard","melee_offense","40","Lost Soul","0","0","219","8","8","54","0","8","0","7","3","6","0","0","0","0","10","0","5","0","0","0","0","0","0","0"
"160059","Corin Galewall","lost","hard","melee_offense","40","Lost Soul","0","0","231","8","0","47","0","0","8","6","11","3","0","0","9","0","8","7","0","0","0","0","0","0","0","0"
"160080","Isanuna Loresinger","lost","soft","healer","40","Lost Soul","0","0","292","9","4","34","56","0","0","0","12","10","8","7","8","6","0","0","0","0","0","0","0","0","0","0"
"160085","Naliia Glenmantle","lost","soft","healer","40","Lost Soul","0","0","258","7","0","43","61","7","7","0","0","0","0","11","8","0","0","0","10","0","0","0","0","0","0","0"
"160086","Ulvurull Flintpeak","lost","hard","melee_defense","40","Lost Soul","0","0","343","11","6","71","0","5","6","7","10","0","7","0","10","10","0","9","9","0","0","0","0","0","0","0"
"160087","Lirath Lorebrook","lost","soft","caster","40","Lost Soul","2334","0","229","6","0","53","62","8","0","0","0","0","0","4","11","0","11","0","0","0","0","0","0","0","0","0"
"160089","Berek Slatevein","lost","hard","melee_defense","40","Lost Soul","0","0","275","8","8","72","0","0","9","7","11","8","0","0","0","8","0","0","5","0","0","0","0","0","0","0"
"160092","Grenash Axeblade","lost","hard","mixed","40","Lost Soul","0","0","297","9","0","59","50","12","0","7","7","3","0","0","0","0","7","6","11","0","0","0","0","0","0","0"
"160118","Valdis Fellvale","lost","hard","melee_offense","40","Lost Soul","0","0","297","9","9","58","0","6","10","8","0","0","11","0","0","10","0","5","9","0","0","0","0","0","0","0"
"160122","Greym Stonehide","lost","hard","melee_defense","40","Lost Soul","0","0","243","8","6","68","0","0","5","5","8","10","0","0","0","8","0","0","7","0","0","0","0","0","0","0"
"160124","Harvim Cragcrest","lost","hard","melee_offense","40","Lost Soul","0","0","345","11","0","54","0","8","10","11","7","9","6","0","8","0","5","9","7","0","0","0","0","0","0","0"
"160136","Wren","lost","soft","healer","40","Lost Soul","2334","0","263","8","0","47","43","0","9","0","0","5","8","10","0","0","10","0","5","0","0","0","0","0","0","0"
"160138","Kija Ashborn","lost","soft","caster","40","Lost Soul","0","0","305","10","5","35","70","8","6","0","8","0","0","7","0","11","6","6","0","0","0","0","0","0","0","0"
"160139","Scarbearer","lost","hard","melee_offense","40","Lost Soul","0","0","260","7","0","63","0","6","0","10","11","0","11","0","0","3","12","0","0","0","0","0","0","0","0","0"
"160145","Vraxane Warwall","lost","hard","melee_defense","40","Lost Soul","0","0","340","11","8","54","62","4","11","11","6","0","3","0","6","0","6","0","8","0","0","0","0","0","0","0"
"160147","Tharurom Stonekeep","lost","hard","melee_offense","40","Lost Soul","0","0","281","10","9","48","0","8","6","5","4","0","9","0","11","6","0","0","9","0","0","0","0","0","0","0"
"160149","Daeleth Runewalker","lost","soft","caster","40","Lost Soul","0","0","266","7","0","56","42","0","8","0","0","9","0","10","0","0","10","10","0","0","0","0","0","0","0","0"
"160158","Elowen Mistborne","lost","soft","healer","40","Lost Soul","0","0","292","9","11","54","22","8","0","0","0","6","7","12","0","7","10","0","0","0","0","0","0","0","0","0"
"160160","Caelin Mornvale","lost","soft","caster","40","Lost Soul","0","0","331","10","0","76","41","0","7","0","6","5","9","7","0","10","8","8","0","0","0","0","0","0","0","0"
"160172","Gorvus Blackridge","lost","hard","melee_defense","40","Lost Soul","0","0","301","10","12","65","0","5","7","7","7","0","6","0","10","6","8","0","0","0","0","0","0","0","0","0"
"160196","Vaelith Stillmere","lost","soft","healer","40","Lost Soul","2367","0","391","10","0","72","72","0","8","0","11","5","11","8","8","9","0","8","0","0","0","0","0","0","0","0"
"160212","Kijaovaiel Sageborne","lost","soft","caster","40","Lost Soul","2334","0","308","10","8","57","41","6","7","0","11","0","0","3","9","0","0","10","7","0","0","0","0","0","0","0"
"160221","Leoric Mistdrift","lost","soft","healer","40","Lost Soul","2340","0","225","9","0","0","33","0","7","0","5","7","7","7","0","7","9","0","4","0","0","0","0","0","0","0"
"160229","Draxane Fellshroud","lost","hard","melee_offense","40","Lost Soul","0","0","232","7","0","56","0","5","9","9","0","0","9","0","11","0","5","0","0","0","0","0","0","0","0","0"
"160230","Faranek Moonrise","lost","soft","healer","40","Lost Soul","0","0","260","7","11","56","39","0","10","0","0","0","11","0","0","5","0","11","0","0","0","0","0","0","0","0"
"160235","Jareth Clearborn","lost","soft","caster","40","Lost Soul","0","0","193","7","9","0","49","0","8","0","6","0","7","0","0","0","6","0","5","0","0","0","0","0","0","0"
"160241","Mordost Fellblade","lost","hard","melee_defense","40","Lost Soul","0","0","233","9","4","48","0","4","10","0","4","0","11","0","0","8","0","6","5","0","0","0","0","0","0","0"
"160245","Thren Ironridge","lost","hard","melee_defense","40","Lost Soul","0","0","238","9","0","39","41","10","0","7","0","6","3","0","7","5","0","0","6","0","0","0","0","0","0","0"
"160250","Draken Frostcrest","lost","hard","melee_offense","40","Lost Soul","0","0","333","11","9","53","0","5","8","8","8","8","0","0","9","0","11","8","7","0","0","0","0","0","0","0"
"160266","Winaia Brighthollow","lost","soft","healer","40","Lost Soul","0","0","292","9","0","58","45","0","11","0","0","4","10","8","3","7","0","9","0","0","0","0","0","0","0","0"
"160271","Hrath Fellcloak","lost","hard","melee_defense","40","Lost Soul","0","0","207","7","0","34","40","9","0","0","4","9","0","0","0","6","0","0","9","0","0","0","0","0","0","0"
"160277","Gorvus Dreadbrow","lost","hard","melee_offense","40","Lost Soul","0","0","310","11","8","54","0","8","8","8","5","8","0","0","0","5","12","7","4","0","0","0","0","0","0","0"
"160281","Gavin Darkpeak","lost","hard","melee_defense","40","Lost Soul","0","0","334","11","5","59","0","7","9","11","7","0","7","0","0","11","6","7","8","0","0","0","0","0","0","0"
"160286","Keld Dirkwall","lost","hard","melee_defense","40","Lost Soul","0","0","378","11","10","77","0","10","5","11","8","0","9","0","8","0","7","10","8","0","0","0","0","0","0","0"
"160287","Wulvan Warmark","lost","hard","melee_defense","40","Lost Soul","0","0","240","7","0","41","0","10","9","9","0","9","0","0","0","8","0","0","9","0","0","0","0","0","0","0"
"160289","Hadwin","lost","soft","caster","40","Lost Soul","0","0","295","10","0","0","60","6","5","0","0","9","7","10","7","5","9","8","0","0","0","0","0","0","0","0"
"160290","Nimue Everdrift","lost","soft","caster","40","Lost Soul","2340","0","194","6","10","0","68","0","6","0","0","0","0","9","0","0","3","0","9","0","0","0","0","0","0","0"
"160300","Maelwen Embermantle","lost","soft","healer","40","Lost Soul","2334","0","214","6","0","45","74","0","6","0","0","0","0","11","0","0","4","0","5","0","0","0","0","0","0","0"
"160301","Elyn Mornshade","lost","soft","healer","40","Lost Soul","0","0","347","11","0","0","74","7","4","0","9","5","9","8","7","0","8","10","10","0","0","0","0","0","0","0"
"160307","Aryn Everflame the Serene","lost","soft","healer","40","Lost Soul","0","0","309","9","10","52","48","6","11","0","0","10","8","0","8","0","5","0","0","0","0","0","0","0","0","0"
"160322","Waelath Lorebrook","lost","soft","caster","40","Lost Soul","0","0","280","9","0","0","54","10","10","0","0","5","9","6","5","10","0","7","0","0","0","0","0","0","0","0"
"160330","Theliire Starvale","lost","soft","caster","40","Lost Soul","0","0","305","9","0","46","61","0","7","0","8","0","8","7","9","10","7","0","0","0","0","0","0","0","0","0"
"160334","Kaelith Paleseeker","lost","soft","caster","40","Lost Soul","0","0","261","8","4","60","49","0","6","0","0","0","7","7","10","10","0","0","0","0","0","0","0","0","0","0"
"160336","Kaeliel Duskborne","lost","soft","caster","40","Lost Soul","2367","0","320","9","0","45","56","0","7","0","10","9","0","7","6","11","12","0","0","0","0","0","0","0","0","0"
"160341","Lyriiraire Morndrift","lost","soft","caster","40","Lost Soul","0","0","314","9","0","56","68","0","4","0","6","10","8","0","0","7","0","8","11","0","0","0","0","0","0","0"
"160350","Treldold Galebreaker","lost","hard","melee_defense","40","Lost Soul","0","0","362","11","9","73","0","9","6","9","9","0","10","0","6","0","10","8","6","0","0","0","0","0","0","0"
"160353","Zaela Loremark","lost","soft","caster","40","Lost Soul","0","0","349","10","4","70","64","8","0","0","0","5","11","8","7","10","0","8","0","0","0","0","0","0","0","0"
"160361","Soldem Scarbreaker","lost","hard","melee_offense","40","Lost Soul","0","0","248","8","12","42","0","9","8","0","8","10","0","0","4","0","0","6","0","0","0","0","0","0","0","0"
"160364","Valeria Everbrook","lost","soft","caster","40","Lost Soul","0","0","233","8","8","0","61","0","7","0","0","8","4","6","0","0","9","7","0","0","0","0","0","0","0","0"
"160375","Dorian","lost","hard","mixed","40","Lost Soul","0","0","280","9","0","48","0","9","8","0","9","0","8","9","5","6","0","9","0","0","0","0","0","0","0","0"
"160381","Harvarorm Grimspite","lost","hard","melee_offense","40","Lost Soul","0","0","284","9","0","32","0","9","11","7","9","9","0","0","8","0","9","7","0","0","0","0","0","0","0","0"
"160382","Gorv Grimcloak","lost","hard","melee_defense","40","Lost Soul","0","0","290","10","0","36","0","10","4","11","11","0","5","0","5","8","7","10","0","0","0","0","0","0","0","0"
"160384","Aldren Stormwall","lost","hard","melee_offense","40","Lost Soul","0","0","267","8","6","75","0","11","7","0","7","11","0","0","3","0","0","0","7","0","0","0","0","0","0","0"
"160386","Valdis Ashwall","lost","hard","melee_defense","40","Lost Soul","0","0","245","8","11","36","0","10","0","10","7","8","0","0","0","7","0","0","5","0","0","0","0","0","0","0"
"160392","Noriion Moonflame","lost","soft","healer","40","Lost Soul","2334","0","202","6","0","36","56","0","8","0","0","0","0","6","0","0","9","9","0","0","0","0","0","0","0","0"
"160395","Kael Dirkfist","lost","hard","melee_defense","40","Lost Soul","0","0","197","7","9","53","0","8","0","6","4","0","0","0","0","0","0","8","7","0","0","0","0","0","0","0"
"160399","Roth Grimborn","lost","hard","melee_defense","40","Lost Soul","0","0","268","11","6","31","0","7","7","7","0","3","6","0","11","8","10","4","0","0","0","0","0","0","0","0"
"160403","Celiyn Windvale","lost","soft","caster","40","Lost Soul","0","0","291","11","0","0","54","7","4","0","9","6","7","6","5","7","6","0","9","0","0","0","0","0","0","0"
"160406","Edric Windhaven","lost","soft","caster","40","Lost Soul","0","0","219","7","0","35","59","5","0","0","0","7","0","11","4","0","0","7","0","0","0","0","0","0","0","0"
"160407","Tael Calmshade","lost","soft","caster","40","Lost Soul","2334","0","220","7","12","0","57","7","6","0","0","0","0","6","0","0","0","7","10","0","0","0","0","0","0","0"
"160420","Zarvoth Warmark","lost","hard","melee_offense","40","Lost Soul","0","0","292","10","0","51","0","5","8","5","9","10","0","0","8","7","9","0","7","0","0","0","0","0","0","0"
"160427","Theli Morndrift","lost","soft","caster","40","Lost Soul","2346","0","236","8","0","0","48","9","0","0","0","3","6","11","6","10","0","8","0","0","0","0","0","0","0","0"
"160435","Aldric Swordshroud","lost","hard","melee_defense","40","Lost Soul","0","0","270","9","8","58","0","9","9","10","0","0","4","0","0","7","6","0","7","0","0","0","0","0","0","0"
"160439","Maren Axehand","lost","hard","melee_offense","40","Lost Soul","0","0","273","7","9","47","65","0","0","10","10","0","0","0","0","0","0","8","10","0","0","0","0","0","0","0"
"160447","Trelari Clearmark","lost","soft","healer","40","Lost Soul","0","0","270","8","0","55","55","10","6","0","0","8","0","4","0","7","0","0","9","0","0","0","0","0","0","0"
"160453","Noriiralen Stillwhisper","lost","soft","healer","40","Lost Soul","0","0","305","10","11","0","49","7","8","0","10","0","8","7","0","9","0","3","9","0","0","0","0","0","0","0"
"160455","Brakordon Flintpeak","lost","hard","melee_offense","40","Lost Soul","0","0","243","7","0","58","0","7","12","9","7","0","0","0","0","7","0","8","0","0","0","0","0","0","0","0"
"160457","Gorvan Bloodedge the Silent","lost","hard","mixed","40","Lost Soul","0","0","330","10","11","0","62","0","6","0","9","9","4","9","10","0","0","9","10","0","0","0","0","0","0","0"
"160498","Aeloriath Sagemere","lost","soft","caster","40","Lost Soul","0","0","348","10","0","66","42","8","12","0","4","0","8","7","0","10","10","0","8","0","0","0","0","0","0","0"
"160506","Aldren Dirkmark the Unbroken","lost","hard","melee_defense","40","Lost Soul","0","0","256","7","10","74","0","8","0","7","0","0","8","0","10","0","10","0","0","0","0","0","0","0","0","0"
"160514","Dorian Stormshroud","lost","hard","melee_offense","40","Lost Soul","0","0","265","9","6","0","0","9","7","9","6","9","0","0","0","12","8","9","0","0","0","0","0","0","0","0"
"160524","Veran Cragblade","lost","hard","melee_offense","40","Lost Soul","0","0","165","7","7","39","0","0","9","0","5","4","0","0","6","0","0","0","5","0","0","0","0","0","0","0"
"160525","Dravane Stoneblade","lost","hard","melee_defense","40","Lost Soul","0","0","204","8","0","50","0","0","3","7","7","0","5","0","9","0","7","0","6","0","0","0","0","0","0","0"
"160532","Waelion Clearflame","lost","soft","healer","40","Lost Soul","0","0","281","9","0","39","44","0","9","0","10","7","0","7","0","0","6","10","6","0","0","0","0","0","0","0"
"160534","Skeldem Boneforge","lost","hard","melee_offense","40","Lost Soul","0","0","253","8","0","50","0","9","0","10","10","9","0","0","0","0","4","5","8","0","0","0","0","0","0","0"
"160535","Zarveldent Gravesworn","lost","hard","melee_defense","40","Lost Soul","0","0","396","11","8","67","0","12","0","9","8","9","12","0","10","8","8","0","9","0","0","0","0","0","0","0"
"160536","Oswin Tidemantle","lost","soft","healer","40","Lost Soul","0","0","291","8","8","63","33","7","0","0","0","10","0","10","0","0","0","10","11","0","0","0","0","0","0","0"
"160545","Theron Duskhide","lost","hard","melee_defense","40","Lost Soul","0","0","246","8","9","45","0","7","10","10","0","0","3","0","0","0","11","7","0","0","0","0","0","0","0","0"
"160546","Kiran","lost","soft","healer","40","Lost Soul","0","0","283","8","0","52","70","0","9","0","0","4","8","8","0","0","8","0","7","0","0","0","0","0","0","0"
"160558","Thalindra Emberwhisper","lost","soft","caster","40","Lost Soul","2349","0","288","9","0","55","33","0","8","0","0","6","8","10","0","8","8","0","8","0","0","0","0","0","0","0"
"160559","Galdold Coldfist the Vigilant","lost","hard","melee_defense","40","Lost Soul","0","0","262","8","9","67","0","8","7","6","9","0","0","0","11","0","0","5","0","0","0","0","0","0","0","0"
"160565","Declan Galespite","lost","hard","melee_offense","40","Lost Soul","0","0","305","10","0","64","0","7","7","7","9","0","7","0","8","4","9","0","10","0","0","0","0","0","0","0"
"160575","Serafin Lorerise","lost","soft","caster","40","Lost Soul","0","0","225","7","12","64","41","10","0","0","5","0","0","0","0","0","0","5","3","0","0","0","0","0","0","0"
"160585","Harvastane Stormmark","lost","hard","melee_defense","40","Lost Soul","0","0","276","9","0","45","0","7","6","8","0","12","9","0","8","6","0","7","0","0","0","0","0","0","0","0"
"160602","Nimue Moonborne","restless","soft","healer","40","Restless Soul","0","0","289","9","0","39","53","11","10","0","7","0","0","7","5","0","0","6","8","0","0","0","0","0","0","0"
"160616","Elyse Calmrise","restless","soft","caster","40","Restless Soul","0","0","306","11","0","29","58","0","5","0","7","9","8","7","6","7","6","6","0","0","0","0","0","0","0","0"
"160632","Neryn Ashseeker","restless","soft","caster","40","Restless Soul","0","0","358","13","10","50","40","6","5","0","6","4","9","7","7","7","10","6","0","0","0","0","0","0","0","0"
"160640","Mirenani Swiftrise","restless","soft","caster","40","Restless Soul","0","0","269","10","0","0","42","6","7","0","7","0","9","9","5","8","7","0","5","0","0","0","0","0","0","0"
"160643","Paldarnen Bonesworn","restless","hard","melee_offense","40","Restless Soul","0","0","273","11","4","0","0","4","6","5","8","10","9","0","10","4","0","9","8","0","0","0","0","0","0","0"
"160645","Lendornus Dirkbrow","restless","hard","melee_offense","40","Restless Soul","0","0","306","12","8","41","0","6","10","8","6","6","7","0","4","8","7","4","0","0","0","0","0","0","0","0"
"160647","Hrath Swordfall","restless","hard","melee_offense","40","Restless Soul","0","0","342","11","8","49","0","0","10","10","8","10","9","0","7","4","8","8","0","0","0","0","0","0","0","0"
"160649","Falk Grimfist the Relentless","restless","hard","melee_offense","40","Restless Soul","0","0","236","9","0","32","0","7","7","6","6","7","0","0","8","10","0","0","6","0","0","0","0","0","0","0"
"160654","Taeleth Everdrift","restless","soft","caster","40","Restless Soul","0","0","247","9","9","42","22","7","7","0","0","0","7","9","5","7","0","0","0","0","0","0","0","0","0","0"
"160656","Ivar Grimvale the Bold","restless","hard","melee_offense","40","Restless Soul","0","0","340","12","9","52","0","8","6","8","8","8","7","0","6","6","0","7","8","0","0","0","0","0","0","0"
"160659","Elan Mornwalker","restless","soft","caster","40","Restless Soul","0","0","320","12","0","48","33","7","6","0","8","9","5","3","6","0","9","8","6","0","0","0","0","0","0","0"
"160665","Aelia Brightsinger","restless","soft","caster","40","Restless Soul","2367","0","263","9","7","53","38","0","6","0","0","5","7","7","9","8","0","0","0","0","0","0","0","0","0","0"
